timestamp,model,test_description,image_path,prompt,output,expected_result,check
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Self-employment contractor test,tests/images/self-employment/offers/test-offer-003.HEIC,"Is this an offer of work for someone who is self-employed, like a contractor or freelancer?","Yes, this appears to be an offer of work for someone who is self-employed, like a contractor or freelancer. The document is from the ""Pacific Horizons Magazine"" and is offering the opportunity to contribute articles to the magazine.",['yes'],True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Self-employment contractor test,tests/images/self-employment/offers/test-offer-001.HEIC,"Is this an offer of work for someone who is self-employed, like a contractor or freelancer?","Yes, the document appears to be an offer of work for someone who is self-employed, like a contractor or freelancer.",['yes'],True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Self-employment contractor test: type,tests/images/self-employment/offers/test-offer-002.HEIC,What kind of self-employed work is this an offer for?,"The offer is for freelance writing work, specifically for a publication called GreenFuture Weekly.","['freelance', 'contractor']",True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Self-employment contractor test: type,tests/images/self-employment/offers/test-offer-003.HEIC,What kind of self-employed work is this an offer for?,"This is an offer for self-employed work in the publishing industry, specifically for the ""Pacific Horizons Magazine.""","['freelance', 'contractor']",False
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Self-employment contractor test: type,tests/images/self-employment/offers/test-offer-001.HEIC,What kind of self-employed work is this an offer for?,"The offer is for self-employed work in the publishing industry, specifically for a magazine called ""Wanderlight Journal.""","['freelance', 'contractor']",False
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,1040 form check,tests/images/1040/schedule-f/001.jpg,Is this a 1040 tax form?,"Yes, this is a 1040 tax form. The document is titled ""Profit or Loss from Farming"" and includes various sections and fields that are typical of a 1040 form. These sections include personal information, income and deductions, and other relevant details. The form is numbered ""20"" and is dated ""2020,"" indicating it is for the tax year 2020.",1040,True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,1040 form schedule check,tests/images/1040/schedule-f/001.jpg,"Is this a form 1040 schedule? If so, what 1040 schedule form is it? Answer in the form ""Schedule"" and then the name of the Schedule, .e.g. ""Schedule F""","Yes, this is a form 1040 schedule. It is Schedule F.",schedule F,True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,What kind of disaster is shown here?,"The image shows a disaster that resembles a flood, with water rising to the level of the first floor of a house. The water is brown, which is often indicative of heavy rainfall or sediment in the water. The presence of a mailbox partially submerged in the water suggests that the area is a residential neighborhood. The sky is overcast, which could contribute to the flooding. The house has a blue exterior, and the water level is high enough to reach the windows and the front porch.","['flood', 'flooding', 'water']",True
2025-08-06T13:12:55,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,What kind of disaster is shown here?,"The image shows a room that has been severely damaged, likely due to a natural disaster such as an earthquake or a heavy storm. The walls are crumpled and broken, the floor is a chaotic jumble of wood planks, debris, and possibly water, and there is a general sense of destruction and disarray. The exact cause of the disaster is not visible in the image.","['flood', 'flooding', 'water']",True
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,What kind of disaster is shown here?," The image depicts a flood situation, specifically a flood in a residential area. The water level has risen significantly, submerging the lower parts of several houses and potentially causing damage to their structures. The water is murky and brownish, suggesting that it may contain debris or pollutants.

The houses are primarily blue in color, with some having white accents, and they are situated in a row. The front of the houses is visible, showing their windows and doors. The front doors are either white or blue, and the windows are either white or blue. The houses have a peaked roof, typical of residential buildings in the United States.

In the foreground, there is a mailbox, which is partially submerged in the water. The mailbox is black and has a red flag attached to it. The water level is high enough to cover the mailbox, indicating that the flood has reached a significant depth.

The background of the image shows a few trees, which are green, indicating that it is likely a summer or spring season. The sky is cloudy, with a mix of light and dark clouds, suggesting that the weather might be overcast or rainy.

The image captures the aftermath of a flood, highlighting the devastation it can cause to homes and property","['flood', 'flooding', 'water']",True
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,What kind of disaster is shown here?," The image depicts a flooded basement. The water has caused significant damage to the floor, with large pieces of debris scattered across the wet surface. The water appears to be murky and possibly sewage-contaminated, given the presence of a yellow plastic bottle and other debris. The floor is severely damaged, with large cracks and gaps between the tiles. The walls and ceiling are also affected, with visible holes and water damage.

In the background, there is a kitchen area with a refrigerator, a table, and a ladder. The refrigerator is old and appears to be in poor condition, with visible rust and water damage. The table is covered in debris, and the ladder is leaning against the wall, suggesting that it has been used to access the upper level. The kitchen area is cluttered with various items, including a potted plant, a box, and a few other objects.

The ceiling is partially damaged, with exposed wiring and insulation. The light fixtures are not working, and the overall atmosphere of the basement is one of neglect and disrepair.

### Analysis:

The image is a photograph taken in a basement that has been flooded. The flooding has caused significant damage to the floor, walls, and ceiling, with large pieces of debris scattered across the","['flood', 'flooding', 'water']",True
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/fire/IMG_0506-2885709045.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'fire', 'smoke']",True
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/fire/fire-2-3308097013.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'fire', 'smoke']",True
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,What kind of disaster is shown here?," The image depicts a flood situation, specifically a flood in a residential area. The water level has risen significantly, submerging the lower parts of several houses and potentially causing damage to their structures. The water is murky and brownish, suggesting that it may contain debris or pollutants.

The houses are primarily blue in color, with some having white accents, and they are situated in a row. The front of the houses is visible, showing their windows and doors. The front doors are either white or blue, and the windows are either white or blue. The houses have a peaked roof, typical of residential buildings in the United States.

In the foreground, there is a mailbox, which is partially submerged in the water. The mailbox is black and has a red flag attached to it. The water level is high enough to cover the mailbox, indicating that the flood has reached a significant depth.

The background of the image shows a few trees, which are green, indicating that it is likely a summer or spring season. The sky is cloudy, with a mix of light and dark clouds, suggesting that the weather might be overcast or rainy.

The image captures the aftermath of a flood, highlighting the devastation it can cause to homes and property","['fire', 'smoke']",False
2025-08-06T13:19:54,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,What kind of disaster is shown here?," The image depicts a flooded basement. The water has caused significant damage to the floor, with large pieces of debris scattered across the wet surface. The water appears to be murky and possibly sewage-contaminated, given the presence of a yellow plastic bottle and other debris. The floor is severely damaged, with large cracks and gaps between the tiles. The walls and ceiling are also affected, with visible holes and water damage.

In the background, there is a kitchen area with a refrigerator, a table, and a ladder. The refrigerator is old and appears to be in poor condition, with visible rust and water damage. The table is covered in debris, and the ladder is leaning against the wall, suggesting that it has been used to access the upper level. The kitchen area is cluttered with various items, including a potted plant, a box, and a few other objects.

The ceiling is partially damaged, with exposed wiring and insulation. The light fixtures are not working, and the overall atmosphere of the basement is one of neglect and disrepair.

### Analysis:

The image is a photograph taken in a basement that has been flooded. The flooding has caused significant damage to the floor, walls, and ceiling, with large pieces of debris scattered across the","['fire', 'smoke']",False
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,What kind of disaster is shown here?,"The image shows a disaster that resembles a flood, with water rising to the level of the first floor of a house. The water is brown, which is often indicative of heavy rainfall or sediment in the water. The presence of a mailbox partially submerged in the water suggests that the area is a residential neighborhood. The sky is overcast, which could contribute to the flooding. The house has a blue exterior, and the water level is high enough to reach the windows and the front porch.","['flood', 'flooding', 'water']",True
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,What kind of disaster is shown here?,"The image shows a room that has been severely damaged, likely due to a natural disaster such as an earthquake or a heavy storm. The walls are crumpled and broken, the floor is a chaotic jumble of wood planks, debris, and possibly water, and there is a general sense of destruction and disarray. The exact cause of the disaster is not visible in the image.","['flood', 'flooding', 'water']",True
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/fire/IMG_0506-2885709045.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'fire', 'smoke']",True
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/fire/fire-2-3308097013.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'fire', 'smoke']",True
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,What kind of disaster is shown here?,"The image shows a disaster that resembles a flood, with water rising to the level of the first floor of a house. The water is brown, which is often indicative of heavy rainfall or sediment in the water. The presence of a mailbox partially submerged in the water suggests that the area is a residential neighborhood. The sky is overcast, which could contribute to the flooding. The house has a blue exterior, and the water level is high enough to reach the windows and the front porch.","['fire', 'smoke']",False
2025-08-06T13:20:56,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,What kind of disaster is shown here?,"The image shows a room that has been severely damaged, likely due to a natural disaster such as an earthquake or a heavy storm. The walls are crumpled and broken, the floor is a chaotic jumble of wood planks, debris, and possibly water, and there is a general sense of destruction and disarray. The exact cause of the disaster is not visible in the image.","['fire', 'smoke']",False
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,What kind of disaster is shown here?," The image depicts a flood situation, specifically a flood in a residential area. The water level has risen significantly, submerging the lower parts of several houses and potentially causing damage to their structures. The water is murky and brownish, suggesting that it may contain debris or pollutants.

The houses are primarily blue in color, with some having white accents, and they are situated in a row. The front of the houses is visible, showing their windows and doors. The front doors are either white or blue, and the windows are either white or blue. The houses have a peaked roof, typical of residential buildings in the United States.

In the foreground, there is a mailbox, which is partially submerged in the water. The mailbox is black and has a red flag attached to it. The water level is high enough to cover the mailbox, indicating that the flood has reached a significant depth.

The background of the image shows a few trees, which are green, indicating that it is likely a summer or spring season. The sky is cloudy, with a mix of light and dark clouds, suggesting that the weather might be overcast or rainy.

The image captures the aftermath of a flood, highlighting the devastation it can cause to homes and property","['flood', 'flooding', 'water']",True
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,What kind of disaster is shown here?," The image depicts a flooded basement. The water has caused significant damage to the floor, with large pieces of debris scattered across the wet surface. The water appears to be murky and possibly sewage-contaminated, given the presence of a yellow plastic bottle and other debris. The floor is severely damaged, with large cracks and gaps between the tiles. The walls and ceiling are also affected, with visible holes and water damage.

In the background, there is a kitchen area with a refrigerator, a table, and a ladder. The refrigerator is old and appears to be in poor condition, with visible rust and water damage. The table is covered in debris, and the ladder is leaning against the wall, suggesting that it has been used to access the upper level. The kitchen area is cluttered with various items, including a potted plant, a box, and a few other objects.

The ceiling is partially damaged, with exposed wiring and insulation. The light fixtures are not working, and the overall atmosphere of the basement is one of neglect and disrepair.

### Analysis:

The image is a photograph taken in a basement that has been flooded. The flooding has caused significant damage to the floor, walls, and ceiling, with large pieces of debris scattered across the","['flood', 'flooding', 'water']",True
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/fire/IMG_0506-2885709045.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'fire', 'smoke']",True
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Evidence of disaster,tests/images/disaster/fire/fire-2-3308097013.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.", Yes.,"['yes', 'fire', 'smoke']",True
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/fire/IMG_0506-2885709045.jpg,What kind of disaster is shown here?," The image depicts a scene of a house that has been severely damaged by a fire or other high-temperature event. The primary focus of the image is the kitchen area, which is severely damaged. The walls, ceiling, and refrigerator are all blackened and charred, indicating that the fire or heat was intense. The refrigerator is positioned in the center of the image, and its door is open, revealing the interior of the appliance. The interior of the refrigerator is also blackened and charred, suggesting that the fire or heat was intense.

The kitchen area is cluttered with debris, including boxes, plastic bags, and other items that have been damaged or destroyed by the fire. The floor is covered in debris, and the walls are scorched and blackened. The doorway in the background is open, and a person is standing in the doorway, wearing a black T-shirt with the text ""Rural Electrics Association"" on the back. The person is looking into the kitchen area, and their expression is one of concern or worry.

The image is a photograph, and it is clear that the house has been severely damaged by the fire or heat. The damage is extensive, and it is evident that the fire or heat was intense. The image","['fire', 'smoke']",True
2025-08-06T14:04:38,mlx-community/SmolVLM-Instruct-bf16,Type of disaster,tests/images/disaster/fire/fire-2-3308097013.jpg,What kind of disaster is shown here?," The image depicts the aftermath of a fire, specifically a house that has been severely damaged. The scene is dominated by the charred remains of the house, which is now a pile of debris. The walls and roof of the house are completely destroyed, leaving only the foundation and a few pieces of debris. The interior of the house is exposed, revealing the charred remains of furniture and other household items. The scene is lit by the warm glow of the interior lights, which are still functional despite the extensive damage.

The house is situated in a residential area, with neighboring houses visible in the background. The neighboring houses are intact, but they are also affected by the fire, as evidenced by the darkened and damaged state of their exteriors. The sky above is clear, with a few wisps of clouds, indicating that the fire occurred during the day. The overall scene is one of devastation and loss, with the fire having caused significant damage to the property and its surroundings.

The image is a powerful visual representation of the destructive force of fire, highlighting the aftermath of a devastating event. The scene is a reminder of the importance of fire safety and the need for preparedness in preventing such incidents.","['fire', 'smoke']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'flood', 'flooding', 'water']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/flood-waters-around-blue-house-standard_8150b0462cc3bcfa6cbffd185f828669-1315407200.jpg,What kind of disaster is shown here?,"The image shows a disaster that resembles a flood, with water rising to the level of the first floor of a house. The water is brown, which is often indicative of heavy rainfall or sediment in the water. The presence of a mailbox partially submerged in the water suggests that the area is a residential neighborhood. The sky is overcast, which could contribute to the flooding. The house has a blue exterior, and the water level is high enough to reach the windows and the front porch.","['flood', 'flooding', 'water']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/flooding/basement-flooding-2073546059.jpg,What kind of disaster is shown here?,"The image shows a room that has been severely damaged, likely due to a natural disaster such as an earthquake or a heavy storm. The walls are crumpled and broken, the floor is a chaotic jumble of wood planks, debris, and possibly water, and there is a general sense of destruction and disarray. The exact cause of the disaster is not visible in the image.","['flood', 'flooding', 'water']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/fire/IMG_0506-2885709045.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'fire', 'smoke']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Evidence of disaster,tests/images/disaster/fire/fire-2-3308097013.jpg,"Does this show evidence of a disaster? A disaster is something like a flood, fire, earthquake, hurricane damage. Answer yes or no.",Yes,"['yes', 'fire', 'smoke']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/fire/IMG_0506-2885709045.jpg,What kind of disaster is shown here?,"The image shows a room that has suffered from a fire or other disaster, resulting in significant damage. The walls are charred, the ceiling is blackened, and the floor appears to be covered in soot or ash. The room is in a state of disrepair, with items such as a refrigerator, a door, and possibly some furniture or personal belongings scattered around. The overall impression is one of devastation and the need for significant cleanup and possibly rebuilding efforts.","['fire', 'smoke']",True
2025-08-06T14:05:38,mlx-community/llava-interleave-qwen-7b-4bit,Type of disaster,tests/images/disaster/fire/fire-2-3308097013.jpg,What kind of disaster is shown here?,"The image shows a scene of destruction, possibly after a natural disaster such as an earthquake or a storm. The buildings are damaged, and debris is scattered around. The colors are predominantly dark and muted, with the exception of some bright spots that could be windows or fires. The style of the image is somewhat abstract, with the details of the scene not being very clear.","['fire', 'smoke']",True
2025-08-06T15:21:04,mlx-community/SmolVLM-Instruct-bf16,Evidence of EIN,tests/images/self-employment/ein/Where-to-find-tax-ID-number-2048x1088-1105960284.png,"Does this show anything that might be an Employer Identification Number (EIN)?. EINs come in the form of 2 digits, a dash, and then 7 digits. Answer yes or no.", Yes.,['yes'],True
2025-08-06T15:21:04,mlx-community/SmolVLM-Instruct-bf16,Evidence of EIN,tests/images/self-employment/ein/hwkowk7el4x6q3yeg5ip-1147943500.jpg,"Does this show anything that might be an Employer Identification Number (EIN)?. EINs come in the form of 2 digits, a dash, and then 7 digits. Answer yes or no.", No.,['yes'],False
2025-08-06T15:21:04,mlx-community/SmolVLM-Instruct-bf16,Evidence of EIN,tests/images/self-employment/ein/IRS-EIN-letter-752751540.png,"Does this show anything that might be an Employer Identification Number (EIN)?. EINs come in the form of 2 digits, a dash, and then 7 digits. Answer yes or no.", No.,['yes'],False
2025-08-06T15:21:04,mlx-community/SmolVLM-Instruct-bf16,Evidence of EIN,tests/images/self-employment/ein/b5f84dd177b753c20f80983125d53ded07bba3b5c207e92c644ecc7832c923bd-2817087531.png,"Does this show anything that might be an Employer Identification Number (EIN)?. EINs come in the form of 2 digits, a dash, and then 7 digits. Answer yes or no.", Yes.,['yes'],True
2025-08-06T15:21:04,mlx-community/SmolVLM-Instruct-bf16,EIN,tests/images/self-employment/ein/Where-to-find-tax-ID-number-2048x1088-1105960284.png,"If there is an employer identification number (EIN) in this document, answer with that EIN. Limit the answer to the EIN itself, which takes the form of 2 digits, a dash, and then 7 digits. Answers should look like ""EIN: XX-XXXXXXX"", replace the Xes with the actual digits.", 21-7893456.,"['flood', 'flooding', 'water']",False
2025-08-06T15:21:04,mlx-community/SmolVLM-Instruct-bf16,EIN,tests/images/self-employment/ein/hwkowk7el4x6q3yeg5ip-1147943500.jpg,"If there is an employer identification number (EIN) in this document, answer with that EIN. Limit the answer to the EIN itself, which takes the form of 2 digits, a dash, and then 7 digits. Answers should look like ""EIN: XX-XXXXXXX"", replace the Xes with the actual digits.", 33-0643958.,"['flood', 'flooding', 'water']",False
